1293363800692|1290204368006|2|8796093022232|206158430932|1293363800692
1293373638748|1278157930098|2|4398046511106|343597384689|1293373638748
1293382481148|1271389874078|2|2199023255574|343597384689|1293382481148
1293390648159|1278448075869|2|4398046511146|343597384689|1293390648159
1293393541030|1283481972785|2|6597069766660|343597384689|1293393541030
1293453782466|1278780293772|2|4398046511151|206158431035|1293453782466
1293504264378|1280077491119|2|4398046511113|343597383687|1293504264378
1293557972303|1280077491119|2|4398046511113|343597383686|1293557972303
1293574141413|1283798254594|2|6597069766667|343597384689|1293574141413
1293601314634|1281673313260|2|6597069766672|343597384033|1293601314634
1293656024901|1274891728712|2|2199023255580|206158430783|1293656024901
1293683129628|1283481972785|2|6597069766660|343597384174|1293683129628
1293711846167|1280077491119|2|4398046511113|343597385133|1293711846167
1293714535245|1268951057359|2|41|206158430622|1293714535245
1293853911049|1278780293772|2|4398046511151|206158431037|1293853911049
1293916071939|1280077491119|2|4398046511113|343597385137|1293916071939
1294001427195|1274891728712|2|2199023255580|274877907346|1294001427195
1294013537384|1291950051834|2|10995116277793|343597384689|1294013537384
1294045958148|1280077491119|2|4398046511113|343597383703|1294045958148
1294074747637|1269696518717|2|48|343597384689|1294074747637
1294163232423|1290204368006|2|8796093022232|206158430622|1294163232423
1294186944581|1280077491119|2|4398046511113|343597383706|1294186944581
1294241555566|1292268309287|2|10995116277794|343597384174|1294241555566
1294247765514|1275677665021|2|4398046511124|343597384174|1294247765514
1294327957096|1281673313260|2|6597069766672|274877906983|1294327957096
1294381156482|1269696518717|2|48|343597384765|1294381156482
1294406172823|1275677665021|2|4398046511124|343597384175|1294406172823
1294422900981|1283481972785|2|6597069766660|274877906981|1294422900981
1294440722410|1280077491119|2|4398046511113|343597385179|1294440722410
1294457120048|1280077491119|2|4398046511113|343597385184|1294457120048
1294462186082|1275133291109|2|4398046511109|206158430622|1294462186082
1294472515026|1280077491119|2|4398046511113|343597385193|1294472515026
1294617062191|1271389874078|2|2199023255574|274877907048|1294617062191
1294684186309|1279722748150|2|4398046511147|343597383801|1294684186309
1294842330434|1271389874078|2|2199023255574|343597384070|1294842330434
1294845606565|1278780293772|2|4398046511151|343597384689|1294845606565
1294969561506|1280659687191|2|6597069766701|206158431035|1294969561506
1294980679836|1283481972785|2|6597069766660|343597385180|1294980679836
1295000427943|1280077491119|2|4398046511113|343597384174|1295000427943
1295006780867|1280659687191|2|6597069766701|343597383801|1295006780867
1295025107161|1283481972785|2|6597069766660|343597385184|1295025107161
1295039439263|1280659687191|2|6597069766701|206158431037|1295039439263
1295060050678|1276997338974|2|4398046511112|343597385184|1295060050678
1295075557786|1285368309786|2|8796093022252|343597384873|1295075557786
1295084754472|1281673313260|2|6597069766672|274877907352|1295084754472
1295328395060|1294069194934|2|10995116277777|343597384689|1295328395060
1295395830421|1286249342147|2|8796093022248|206158431037|1295395830421
1295405145256|1294850145367|2|10995116277781|343597384689|1295405145256
1295477689638|1275133291109|2|4398046511109|343597384070|1295477689638
1295501932922|1286249342147|2|8796093022248|343597385184|1295501932922
1295513667640|1292268309287|2|10995116277794|274877907646|1295513667640
1295582343109|1285368309786|2|8796093022252|343597383801|1295582343109
1295583521539|1271630504770|2|2199023255555|274877907758|1295583521539
1295611461393|1286249342147|2|8796093022248|206158431035|1295611461393
1295642314963|1277999837025|2|4398046511133|274877907646|1295642314963
1295734773269|1278448075869|2|4398046511146|274877907496|1295734773269
1295735547205|1278737600823|2|4398046511105|343597384174|1295735547205
1295753526996|1280077491119|2|4398046511113|274877908409|1295753526996
1295756688885|1280077491119|2|4398046511113|343597383801|1295756688885
1295777220540|1274891728712|2|2199023255580|343597383722|1295777220540
1295857645257|1287294840602|2|8796093022220|343597383801|1295857645257
1295861217958|1292268309287|2|10995116277794|343597384689|1295861217958
1295925560335|1276997338974|2|4398046511112|412316861955|1295925560335
1295982944957|1278737600823|2|4398046511105|343597383793|1295982944957
1296001842850|1278737600823|2|4398046511105|343597383788|1296001842850
1296101227168|1278737600823|2|4398046511105|343597383801|1296101227168
1296153141108|1280077491119|2|4398046511113|274877907019|1296153141108
1296213863699|1277999837025|2|4398046511133|206158430906|1296213863699
1296215969206|1292268309287|2|10995116277794|274877907496|1296215969206
1296234939907|1292268309287|2|10995116277794|343597383687|1296234939907
1296273473100|1292268309287|2|10995116277794|206158430939|1296273473100
1296299750276|1270089169202|2|2199023255565|343597384070|1296299750276
1296300270504|1280077491119|2|4398046511113|274877908404|1296300270504
1296334607066|1292268309287|2|10995116277794|206158430932|1296334607066
1296345225701|1280077491119|2|4398046511113|274877907355|1296345225701
1296397949623|1280077491119|2|4398046511113|412316860498|1296397949623
1296473016337|1282343327148|2|6597069766674|343597384070|1296473016337
1296500907897|1276013897047|2|4398046511123|343597384174|1296500907897
1296504571620|1280077491119|2|4398046511113|412316860509|1296504571620
