Post.id|Place.id
343597383680|71
343597383681|71
343597383682|71
343597383683|71
343597383684|71
343597383685|71
343597383686|71
343597383687|71
343597383688|71
343597383689|71
343597383690|71
343597383691|71
343597383692|71
343597383693|71
343597383694|71
343597383695|71
343597383696|71
343597383697|71
343597383698|71
343597383699|71
343597383700|71
343597383701|71
343597383702|71
343597383703|71
343597383704|71
343597383705|71
343597383706|71
343597383707|71
343597383708|71
343597383709|71
343597383710|71
343597383711|71
343597383712|71
343597383713|71
343597383714|71
274877906979|50
274877906980|50
274877906981|50
274877906982|50
274877906983|50
274877906984|50
274877906985|50
274877906987|50
274877906988|50
274877907005|80
274877907006|80
274877907007|80
274877907008|80
274877907009|80
274877907010|80
274877907011|80
274877907012|80
274877907013|80
274877907014|80
274877907015|80
274877907016|80
274877907017|80
274877907018|80
274877907019|80
274877907020|80
274877907021|80
274877907022|80
274877907023|80
274877907024|80
274877907045|80
274877907046|80
274877907047|80
274877907048|80
274877907049|80
274877907050|80
343597383803|89
343597383804|89
343597383805|89
343597383806|89
343597383807|89
343597383808|89
343597383809|89
343597383810|89
343597383811|89
343597383812|89
343597383813|89
343597383814|89
343597383815|89
343597383816|89
343597383817|89
343597383818|89
343597383819|89
343597383820|89
343597383821|89
343597383822|89
206158430351|89
206158430352|89
206158430353|89
206158430354|89
206158430355|89
206158430356|89
206158430357|89
206158430358|89
206158430359|89
206158430360|89
206158430361|89
206158430362|89
206158430363|89
206158430364|89
206158430365|89
206158430366|89
206158430367|89
206158430368|89
206158430369|89
274877907106|89
274877907107|89
274877907108|89
274877907109|89
274877907110|89
274877907111|89
274877907112|89
274877907113|89
274877907114|89
274877907115|89
274877907116|89
274877907117|89
274877907118|89
274877907119|89
274877907120|89
274877907121|89
68719476914|89
68719476915|89
68719476916|89
68719476917|89
68719476918|89
68719476919|89
68719476920|89
68719476921|89
137438953658|89
137438953659|89
137438953660|89
137438953661|89
137438953662|89
137438953663|89
137438953664|89
137438953665|89
137438953666|89
137438953667|89
137438953668|89
137438953669|89
137438953670|89
137438953671|89
137438953672|89
137438953673|89
137438953674|89
137438953675|89
137438953676|89
206158430413|89
206158430414|89
206158430415|89
206158430416|89
206158430417|89
206158430418|89
206158430419|89
206158430420|89
206158430421|89
206158430422|89
206158430423|89
206158430424|89
206158430425|89
206158430426|89
206158430427|89
274877907164|89
274877907165|89
274877907166|89
274877907167|89
274877907168|89
274877907169|89
274877907170|89
274877907171|89
137438953702|1
137438953703|1
137438953704|1
137438953705|1
137438953706|1
137438953707|1
137438953708|1
137438953709|1
137438953710|1
137438953711|1
137438953712|1
137438953713|1
137438953714|1
137438953715|1
137438953716|1
137438953717|1
137438953718|1
137438953719|1
137438953720|1
137438953721|1
137438953722|1
137438953723|1
137438953724|1
137438953725|1
137438953726|1
137438953727|1
137438953728|1
137438953729|1
274877907202|1
274877907203|1
274877907204|1
274877907205|1
274877907206|1
206158430471|1
206158430472|1
206158430473|1
206158430474|1
206158430475|1
206158430476|1
206158430477|1
206158430478|1
206158430479|1
206158430480|1
206158430481|1
206158430482|1
206158430483|1
206158430484|1
277|1
278|1
279|1
280|1
281|1
282|1
283|1
284|1
285|1
286|1
287|1
288|1
289|1
290|1
291|1
292|1
293|1
294|1
137438953767|1
137438953768|1
137438953769|1
137438953770|1
137438953771|1
137438953772|1
68719477037|1
68719477038|1
206158430511|1
206158430512|1
206158430513|1
274877907250|1
274877907251|1
274877907252|1
274877907253|1
274877907254|1
274877907255|1
274877907256|1
274877907257|1
274877907258|1
274877907259|1
274877907260|1
274877907261|1
274877907262|1
274877907263|1
274877907264|1
274877907265|1
274877907266|1
274877907267|1
137438953796|52
343597384027|60
343597384028|60
343597384029|60
343597384030|60
343597384031|60
343597384032|60
343597384033|60
343597384034|60
343597384035|60
343597384036|60
343597384037|60
343597384038|60
343597384039|60
343597384040|60
343597384041|60
343597384042|60
343597384043|60
343597384044|60
343597384045|60
343597384046|60
274877907311|60
274877907312|60
274877907346|60
274877907347|60
274877907348|60
274877907349|60
274877907350|60
274877907351|60
274877907352|60
274877907353|60
274877907354|60
274877907355|60
206158430620|1
206158430621|1
206158430622|1
206158430623|1
206158430624|1
206158430625|1
206158430626|1
206158430627|1
206158430628|1
206158430629|1
206158430630|1
206158430631|1
206158430632|1
206158430633|1
206158430634|1
206158430635|1
206158430636|1
206158430637|1
206158430638|1
206158430639|1
206158430640|1
206158430641|1
206158430642|1
206158430643|1
206158430644|1
206158430645|1
206158430646|1
206158430647|1
206158430648|1
206158430649|1
206158430650|1
206158430651|1
206158430652|1
206158430653|1
206158430654|1
206158430655|1
206158430656|1
206158430657|1
206158430658|1
206158430659|1
206158430660|1
206158430661|1
206158430662|1
206158430663|1
206158430664|1
206158430665|1
206158430666|1
206158430667|1
137438953932|1
137438953933|1
137438953934|1
137438953935|1
137438953936|1
137438953937|1
137438953938|1
137438953939|1
137438953940|1
137438953941|1
206158430678|1
206158430679|1
206158430680|1
206158430681|1
206158430682|1
206158430683|1
274877907420|1
274877907421|49
274877907422|49
274877907423|49
274877907424|49
343597384161|49
343597384162|49
343597384163|49
343597384164|49
343597384165|49
343597384166|49
343597384167|49
343597384168|49
343597384169|49
343597384170|49
343597384171|49
343597384172|49
343597384173|49
343597384174|49
343597384175|49
343597384176|49
343597384177|49
343597384178|49
343597384179|49
343597384180|49
343597384181|49
343597384182|49
343597384183|49
343597384184|49
343597384185|49
343597384186|49
343597384187|49
343597384188|49
343597384189|49
343597384190|49
343597384191|49
343597384192|49
343597384193|49
343597384194|49
343597384195|49
343597384196|49
206158430730|97
206158430731|97
206158430732|97
206158430733|97
206158430734|97
206158430735|97
206158430736|97
206158430737|97
206158430738|97
206158430739|97
206158430740|97
206158430741|97
206158430742|97
206158430743|97
206158430744|97
206158430745|97
343597384218|97
343597384219|97
343597384220|97
274877907485|97
274877907486|97
274877907487|97
274877907488|97
274877907489|97
274877907490|97
274877907491|97
274877907492|97
274877907493|97
274877907494|97
274877907495|97
274877907496|97
274877907497|97
206158430762|97
206158430763|97
206158430764|97
206158430765|97
206158430766|97
206158430767|97
206158430768|97
206158430769|97
206158430770|97
206158430771|97
206158430772|97
206158430773|97
206158430774|97
206158430775|97
206158430776|97
206158430777|97
206158430778|97
206158430779|97
206158430780|97
206158430781|97
206158430782|97
206158430783|97
206158430784|97
206158430785|97
206158430786|97
206158430787|97
206158430788|97
206158430789|97
206158430790|97
206158430791|97
343597384264|110
343597384265|110
343597384266|110
343597384267|110
343597384268|110
343597384269|110
343597384270|110
343597384271|110
343597384272|110
343597384273|110
343597384274|110
343597384275|110
343597384276|110
343597384277|110
343597384278|110
343597384279|110
343597384280|110
343597384281|110
274877907546|110
274877907547|110
274877907548|110
274877907549|110
274877907550|110
274877907551|110
274877907552|110
274877907553|110
274877907554|110
274877907555|110
274877907556|110
274877907557|110
274877907558|110
274877907559|110
274877907560|110
274877907561|110
274877907562|110
274877907563|110
274877907564|110
274877907565|110
274877907566|110
274877907567|110
274877907568|110
274877907569|110
274877907570|110
274877907571|110
274877907572|110
274877907573|110
274877907574|110
274877907575|110
274877907576|110
274877907577|110
274877907578|110
206158430843|110
206158430844|110
206158430845|110
206158430846|110
206158430847|110
206158430848|110
206158430849|110
206158430850|110
206158430851|110
206158430852|110
206158430853|110
274877907590|110
274877907591|110
274877907592|110
274877907593|110
274877907594|110
274877907595|110
274877907596|110
274877907597|110
274877907598|110
274877907599|110
274877907600|110
274877907601|110
274877907602|110
274877907603|110
274877907604|110
274877907605|110
274877907606|110
343597384343|110
343597384344|110
343597384345|110
343597384346|110
343597384347|110
343597384348|110
343597384349|110
343597384350|110
343597384351|110
343597384352|110
343597384353|110
343597384354|110
343597384355|110
343597384356|110
343597384357|110
343597384358|110
206158430894|1
206158430895|1
206158430896|1
206158430897|1
206158430898|1
206158430899|1
206158430900|1
206158430901|1
206158430902|1
206158430903|1
206158430904|1
206158430905|1
206158430906|1
274877907643|1
274877907644|1
274877907645|1
274877907646|1
274877907647|1
274877907648|1
274877907649|1
274877907650|1
274877907651|1
274877907652|1
274877907653|1
274877907654|1
274877907655|1
274877907656|1
274877907657|1
274877907658|1
274877907659|1
206158430924|1
206158430925|1
206158430926|1
206158430927|1
206158430928|1
206158430929|1
206158430930|1
206158430931|1
206158430932|1
206158430933|1
206158430934|1
206158430935|1
206158430936|1
206158430937|1
206158430938|1
206158430939|1
206158430940|1
343597384413|1
343597384414|1
343597384415|1
343597384416|1
343597384417|1
343597384418|1
343597384419|1
343597384420|1
343597384421|1
343597384422|1
343597384423|1
343597384424|1
343597384425|1
343597384426|1
343597384427|1
343597384428|1
343597384429|1
343597384430|1
343597384431|1
343597384432|1
343597384433|1
343597384434|1
343597384435|1
343597384436|1
343597384437|1
343597384438|1
274877907703|1
274877907704|1
274877907705|1
274877907706|1
274877907707|1
274877907708|1
274877907709|1
274877907710|1
274877907711|1
274877907712|1
274877907713|1
274877907714|1
274877907724|13
274877907744|107
274877907745|107
274877907746|107
274877907747|107
274877907748|107
274877907749|107
274877907750|107
274877907751|107
274877907752|107
274877907753|107
274877907754|107
274877907755|107
274877907756|107
274877907757|107
274877907758|107
274877907759|107
206158431024|107
206158431025|107
206158431026|107
206158431027|107
206158431028|107
206158431029|107
206158431030|107
206158431031|107
206158431032|107
206158431033|107
206158431034|107
206158431035|107
206158431036|107
206158431037|107
206158431038|107
206158431039|107
274877907776|107
274877907777|107
274877907778|107
274877907779|107
274877907780|107
274877907781|107
206158431046|107
206158431047|107
206158431048|107
206158431049|107
206158431050|107
206158431051|107
206158431052|107
206158431053|107
206158431054|107
206158431055|107
206158431056|107
206158431057|107
206158431058|107
206158431059|107
206158431060|107
206158431061|107
206158431062|107
206158431063|107
206158431064|107
206158431065|107
274877907802|107
206158431067|50
206158431068|50
206158431069|50
206158431070|50
137438954335|50
137438954336|50
137438954337|50
137438954338|50
137438954339|50
137438954340|50
137438954341|50
274877907814|50
274877907815|50
206158431080|50
206158431081|50
206158431082|50
206158431083|50
206158431084|50
206158431085|50
206158431086|50
206158431087|50
206158431088|50
206158431089|50
206158431090|50
206158431091|50
206158431092|50
206158431093|50
206158431094|50
137438954359|50
137438954360|50
137438954361|50
137438954362|50
137438954363|50
137438954364|50
137438954365|50
137438954366|50
137438954367|50
137438954368|50
137438954369|50
137438954370|50
137438954371|50
137438954372|50
137438954373|50
137438954374|50
137438954375|50
137438954376|50
137438954377|50
137438954378|50
137438954379|50
137438954380|50
137438954381|50
137438954382|50
137438954383|50
137438954384|50
137438954385|50
137438954386|50
137438954387|50
137438954388|50
137438954389|50
137438954390|50
137438954391|50
137438954392|50
137438954393|50
137438954394|50
137438954395|50
137438954396|50
206158431133|50
206158431134|50
206158431135|50
206158431136|50
206158431137|50
206158431138|50
206158431139|50
206158431140|50
206158431141|50
206158431142|50
68719477671|50
68719477672|50
68719477673|50
68719477674|50
68719477675|50
68719477676|50
68719477677|50
274877907886|50
274877907887|50
274877907888|50
274877907889|50
274877907890|50
274877907891|50
274877907892|50
274877907893|50
274877907894|50
274877907895|50
343597384632|50
343597384633|50
343597384634|50
343597384635|50
343597384636|50
343597384637|50
343597384638|50
343597384642|23
343597384658|21
343597384689|85
343597384714|74
343597384731|32
343597384753|52
274877908049|108
343597384818|9
274877908111|50
343597384855|82
206158431576|57
206158431577|57
206158431578|57
206158431579|57
206158431580|57
206158431581|57
206158431582|57
206158431583|57
206158431584|57
206158431585|57
206158431586|57
206158431587|57
206158431588|57
206158431589|57
206158431590|57
206158431591|57
206158431592|57
206158431593|57
206158431594|57
274877908355|57
274877908356|57
274877908357|57
274877908358|57
274877908359|57
274877908360|57
274877908361|57
274877908362|57
274877908363|57
274877908364|57
274877908365|57
274877908366|57
274877908367|57
274877908368|57
274877908369|57
274877908370|57
274877908371|57
137438954900|51
137438954901|51
137438954902|51
137438954903|51
137438954904|51
137438954905|51
137438954906|51
137438954907|51
137438954908|51
137438954909|51
137438954910|51
137438954911|51
137438954912|51
137438954913|51
137438954914|51
137438954915|51
137438954916|51
137438954917|51
137438954918|51
137438954919|51
206158431656|51
206158431657|51
343597385130|51
343597385131|51
343597385132|51
343597385133|51
343597385134|51
343597385135|51
343597385136|51
343597385137|51
343597385138|51
274877908403|51
274877908404|51
274877908405|51
274877908406|51
274877908407|51
274877908408|51
274877908409|51
274877908410|51
274877908411|51
274877908412|51
274877908413|51
274877908414|51
274877908415|51
206158431680|51
206158431681|51
206158431682|51
206158431683|51
206158431684|51
206158431685|51
206158431686|51
206158431687|51
206158431688|51
206158431689|51
206158431690|51
206158431691|51
206158431692|51
206158431693|51
206158431694|51
206158431695|51
206158431696|51
206158431697|51
206158431698|51
206158431699|51
206158431700|51
206158431701|51
274877908438|51
274877908439|51
274877908440|51
274877908497|3
206158431764|51
